date,log_return,realized_var_proxy,parkinson_var_proxy,ewma_forecast_variance,garch_forecast_variance,egarch_forecast_variance,gjr_garch_forecast_variance,ewma_rmse,garch_rmse,egarch_rmse,gjr_garch_rmse,ewma_weight,garch_weight,egarch_weight,gjr_garch_weight,static_ensemble_variance,static_ensemble_volatility
2022-01-03,0.0044941941383541,2.01977809532167e-05,5.7799536880342694e-05,0.0004290610783059,0.000700269607998,0.0007865587972322,0.0007124547123845,0.0017455018221904635,0.0018171751949425396,0.0018274665906981068,0.0018831770749399284,0.26024058031219616,0.2499761214037515,0.24856837846174515,0.24121491982230736,0.0006540781356696504,0.025574951332693684
2022-01-04,0.0010768262597204,1.1595547936236391e-06,9.625610681026594e-05,0.0004045292804647,0.000668234327577,0.0007047890935289,0.0006757200116829,0.0017449678598249864,0.0018192572411754834,0.0018299879196800935,0.0018851232255016558,0.2605281022174085,0.249889435458196,0.2484241344227284,0.24115832790166705,0.0006104180732604852,0.024706640266545454
2022-01-05,-0.0020673020559523,4.273737790544811e-06,0.0002152030554724,0.0003803270969244,0.0006432084761665,0.0006270136475919,0.000648836928065,0.0017454979822956423,0.0018209905198516842,0.0018317367925199928,0.0018867941746040892,0.26064908676382836,0.2498433957089024,0.24837763640023539,0.24112988112703396,0.0005720234394337795,0.023917011507163254
2022-01-06,-0.0013708192540615,1.8791454273059687e-06,0.0002906766880996,0.0003577638953764,0.0006270297702027,0.000580224085034,0.0006316878955751,0.0017459259328237683,0.0018206063379442548,0.001830982040368761,0.0018867271402697471,0.26055919836105923,0.24987118410672848,0.24845522862841685,0.24111438890379547,0.0005463640935548745,0.02337443247556771
2022-01-07,-0.0082059281898349,6.733725745672786e-05,0.0002103727448974,0.0003364108103795,0.0006157443668575,0.0005377217269882,0.0006194182581679,0.0017453412239510353,0.001818638028242639,0.00182840165553543,0.0018852667870346883,0.26041338331047814,0.24991790895274307,0.2485833524512102,0.2410853552855685,0.0005244927623489597,0.02290180696689586
2022-01-10,0.0310017846996024,0.0009611106545605,0.0005379024136127,0.0003202663972041,0.0006204546838481,0.0005621903975388,0.0006291113918803,0.0017448968167137612,0.0018175351870376307,0.0018265900492379277,0.0018844179997093047,0.26033051139028157,0.24992631991831854,0.24868737284969092,0.241055795841709,0.0005299036710235443,0.02301963663969404
2022-01-11,0.0507825122271616,0.0025788635481018,0.0014327028681876,0.0003587170526455,0.0007911366433539,0.0006565418621389,0.0007186800218951,0.0017461776845662284,0.0018160065213728733,0.0018250655455463126,0.0018830721976501106,0.26003568522533,0.25003682827531387,0.248795727824361,0.24113175867499517,0.0006277339196654291,0.025054618729197
2022-01-12,-0.007512430283318,5.643660876171453e-05,0.000445727527912,0.0004919258423729,0.0012086882796169,0.000852357911784,0.0009502092015825,0.0017538237077873,0.001819687362221641,0.0018311799504884367,0.0018874533969844155,0.2596888552288302,0.25028940707287933,0.24871857668984582,0.24130316100844473,0.0008715552623149622,0.0295221148008567
2022-01-13,0.012624218521298,0.0001593708932734,0.000323888960536,0.0004657964883562,0.0010155678450816,0.0008056607113661,0.0008500832578903,0.0017545316457834796,0.0018231884159737306,0.0018327077955739728,0.0018896504072906822,0.2598629861948966,0.25007718832133635,0.24877824710946328,0.24128157837430367,0.000780553907422867,0.027938394861245466
2022-01-14,0.0090774024669574,8.239923554712568e-05,0.0003669793037382,0.0004474109526512,0.0009055087379766,0.0007593194981273,0.0007836055084089,0.0017545808439351533,0.0018264070300549262,0.0018345226865996791,0.0018917334122120282,0.2601053441789998,0.24987631277783037,0.24877089699421157,0.2412474460489583,0.0007205785847303595,0.026843594854831936
