date,log_return,realized_var_proxy,parkinson_var_proxy,ewma_forecast_variance,garch_forecast_variance,egarch_forecast_variance,gjr_garch_forecast_variance,ewma_rmse,garch_rmse,egarch_rmse,gjr_garch_rmse,ewma_weight,garch_weight,egarch_weight,gjr_garch_weight,static_ensemble_variance,static_ensemble_volatility
2022-01-03,0.0109526360261672,0.0001199602359216,0.0001220526145538,0.0006138650559427,0.0007458867320094,0.0007238172939223,0.0007031640200158,0.0011617586549498777,0.0011703487600082066,0.0011837665050872526,0.001196117666937758,0.2534633616897106,0.25160299580583806,0.24875112861383794,0.2461825138906133,0.0006964166919067756,0.026389708067858113
2022-01-04,-0.0007601856514835,5.778822247214758e-07,0.0002213591406145,0.0005842307667414,0.0007163669993575,0.0006733140410962,0.0006778360821509,0.0011601361524194401,0.0011717394075216518,0.001185469555303251,0.00119742766674056,0.25396280654414577,0.2514479169604301,0.24853563883080843,0.2460536376646157,0.0006626284440498789,0.025741570349337252
2022-01-05,0.0190839235556529,0.000364196138278,0.000376557255429,0.0005492115936704,0.000684443921947,0.0006428235136419,0.0006580109265913,0.0011621725989734175,0.001173885257056147,0.001187273223269733,0.001199074289105169,0.25392918853676116,0.25139556291647297,0.24856076866978546,0.24611447987698037,0.0006332537429795613,0.0251645334345694
2022-01-06,-0.0077402582529096,5.99115978217364e-05,0.0002232577237816,0.0005381106663469,0.0006981966137693,0.0006032749724921,0.0006484691743091,0.0011585333281198997,0.001172267654062987,0.0011864372125500377,0.0011981668564863606,0.254343782381817,0.2513638823592221,0.24836185646611492,0.24593047879284605,0.0006216753403537048,0.02493341814420367
2022-01-07,0.0041272624326531,1.7034295187990025e-05,0.0002399715131583,0.0005094187222354,0.0006778071400801,0.0006292748241343,0.000646534299651,0.0011584357206441851,0.0011743788273937683,0.0011878103142012842,0.0012000443209225489,0.2546459108008333,0.2511888943385625,0.24834850788950935,0.24581668697109482,0.0006151874037737063,0.024802971672235292
2022-01-10,0.018181180574606,0.0003305553270864,9.276700822519132e-05,0.0004798756566125,0.0006596356391097,0.000599683950031,0.0006355148176121,0.0011552600885514912,0.0011741425189262607,0.0011877985340365466,0.0012002070819736527,0.25516226199610886,0.251058770666269,0.24817237009618476,0.2456065972414372,0.0005929650896987092,0.024350874516097142
2022-01-11,0.0022038083483368,4.856771236199183e-06,0.0001518937008642,0.000470916436841,0.0006779023684734,0.0005682541753517,0.0006317543014593,0.001150083719065557,0.0011711770513723053,0.0011853492799386118,0.0011977648701724235,0.25559562780161815,0.25099225591428975,0.247991351725632,0.2454207645584601,0.0005864801718156949,0.024217352700402556
2022-01-12,0.0210558770606779,0.0004433499587943,0.0004492318821129,0.0004429528569047,0.0006585077821324,0.0005499334816803,0.0006246662480099,0.0011496571318426125,0.0011732292235132513,0.0011866890809313125,0.0011995649505121436,0.25594448176573764,0.25080213901986764,0.247957450309407,0.24529592890498764,0.0005681146912455653,0.023835156623055055
2022-01-13,-0.0162978779429154,0.0002656208254421,0.0002225713738142,0.0004429766830181,0.0006881807536183,0.0005255543988164,0.0006254245147041,0.001147508486649181,0.001172069332244436,0.0011858262709030236,0.0011986521672904724,0.25614333685616736,0.25077582422384664,0.24786653833977101,0.24521430058021496,0.0005696750059240967,0.02386786555023504
2022-01-14,0.0158188023356003,0.0002502345073327,0.0004105124210131,0.0004323353315635,0.0006910990106713,0.0006185103320484,0.0006636917929517,0.0010650349539527409,0.001089648744410613,0.0010973614312355829,0.0011148951946008173,0.2561980072062458,0.2504108174375742,0.2486508319327929,0.24474034342338705,0.0006000473845410645,0.024495864641630116
