date,open,high,low,close,log_return,realized_var_proxy,parkinson_var_proxy
2015-01-02,70.91738375829318,71.74015537436591,70.72972690650704,71.07616424560547,0.004885846881928607,2.387149975365149e-05,7.256949797518015e-05
2015-01-05,70.88852902123492,73.1186771853245,70.83079065044896,72.25260162353516,0.01641629704952572,0.00026949480881826687,0.0003644991517913722
2015-01-06,71.53806161846583,74.75698189151036,69.89251141986543,71.70405578613281,-0.007621022913864136,5.8079990253642206e-05,0.0016328242738017828
2015-01-07,72.17321209711758,73.26302750350554,69.5749780710534,71.06896209716797,-0.008896609279946534,7.91496566800308e-05,0.0009622181065814514
2015-01-08,72.07216795711967,74.19406033720615,71.99999499129919,73.8692855834961,0.03864641744605542,0.0014935455814147766,0.0003249970714325886
2015-01-09,74.48274802403395,75.16839475336455,71.88451421522245,73.13311004638672,-0.010015914207145028,0.0001003185374048896,0.0007196915676680921
2015-01-12,73.71050402285624,75.4065796385752,73.61668275194491,74.2734603881836,0.015472486580867037,0.00023939784099511055,0.00020814414612004752
2015-01-13,74.76422278097466,74.88691321795048,71.44425231984248,71.69686126708984,-0.03530672186535167,0.0012465646088773018,0.0007988213452497585
2015-01-14,71.95669095263445,71.98556013885866,70.15235962865691,70.92461395263672,-0.010829433091497484,0.00011727662108322076,0.00024000634974474393
2015-01-15,72.17320451631697,72.87328582300606,70.15235444498184,72.30311584472656,0.019249686646811683,0.00037055043600044,0.0005222599435876275
2015-01-16,71.95668430598974,73.11145883325587,71.07617420748403,72.21650695800781,-0.001198576295834796,1.4365851369370603e-06,0.0002874924944325503
2015-01-19,72.46188601209998,73.90535219553614,72.19484968986372,73.08258056640625,0.01192139441896261,0.00014211964489247285,0.00019776982295711522
2015-01-20,73.42902650199254,73.61667621210994,72.55573002781024,73.11146545410156,0.0003951582004526412,1.5615000338496977e-07,7.600562069900786e-05
2015-01-21,73.18362595754586,73.4578831794774,72.13711454453606,73.06092834472656,-0.0006914727203302171,4.781345229608706e-07,0.00011872958556442581
2015-01-22,73.18363477086109,75.34883081076951,73.1114618090296,74.85804748535156,0.02429989202701776,0.0005904847525247213,0.000327713937657472
2015-01-23,75.7818605962614,82.91257002870677,75.6808184603446,81.38971710205078,0.08365531958043336,0.006998212494104437,0.003003958585827768
2015-01-27,81.40415723883194,82.66718761632157,80.01121553488436,81.02163696289062,-0.004532697501028994,2.0545346635834488e-05,0.0003846262611182674
2015-01-28,79.96791026979406,83.77143592324134,79.53487252300064,80.42981719970703,-0.007331273874127326,5.374757661746189e-05,0.000971384006915698
2015-01-29,80.54529955728879,85.99437621406581,80.42982281674591,84.21170043945312,0.04594890355677399,0.002111301738069717,0.0016140837198082994
2015-01-30,85.65515924674686,93.2477758156021,81.42580963139851,90.54850006103516,0.0725517477500731,0.005263756101590238,0.006628699964790661
2015-02-02,93.96952895371132,95.64394183437423,92.2518051066874,94.5180435180664,0.04290513353990854,0.0018408504840773847,0.00047030729451184015
2015-02-03,94.59021745405661,94.61186575249387,91.53006916749413,92.6126708984375,-0.02036478592526404,0.0004147245057818323,0.0003955245102593426
2015-02-04,92.66318035001335,95.90376437239934,91.34963241478924,93.57978057861328,0.010388373641265696,0.0001079183069105439,0.0008536849988386544
2015-02-05,94.11386781503928,94.18604077860651,89.4081690355643,89.90616607666016,-0.04004781339123838,0.0016038273574194518,0.000977511095169373
2015-02-06,90.21650055094196,92.94464536981435,89.93502244067616,90.55570983886719,0.00719871234779957,5.1821459466361995e-05,0.00039079255949458667
2015-02-09,88.05129824990014,91.58777988370879,87.32956158558132,87.93582153320312,-0.029357991995301928,0.0008618916939962121,0.0008175033673449099
2015-02-10,87.47393061373678,92.29510636567377,86.61506871369738,91.65276336669922,0.04139987748178272,0.00171394985550662,0.0014551201047070972
2015-02-11,92.38170122851291,96.25018609908862,91.94866348590296,95.48514556884766,0.04096356647503175,0.001678013778354345,0.0007539391888495818
2015-02-12,95.96870995439845,99.16598279742854,95.84601233231184,98.78346252441406,0.03395951578073582,0.0011532487120620451,0.0004182194761437832
2015-02-13,99.22374330182727,99.55573898541684,96.39455550888142,96.98637390136719,-0.018359713995357425,0.0003370790979913233,0.000375541092945492
2015-02-16,97.31835702447759,98.89173485468913,94.90777279587756,95.70167541503906,-0.013334688137304238,0.00017781390771916237,0.0006098485058593761
2015-02-18,96.0481077025216,97.43382856375422,95.48515141768203,96.09862518310547,0.004139204511920224,1.7133013991500738e-05,0.0001472088604105427
2015-02-19,96.84922274531851,101.23735311974087,96.01923729089755,99.9238052368164,0.039032938159830846,0.001523570261389179,0.001010047027571816
2015-02-20,100.89815200166939,102.1539616182265,98.15556490592635,99.2237319946289,-0.007030728430816673,4.943114226789388e-05,0.0005749875949566202
2015-02-23,99.59903360616062,100.03207141447727,97.30392603711788,98.13391876220703,-0.01104415567949719,0.00012197337467297002,0.00027577333340357216
2015-02-24,98.09060777272963,103.16438501638076,98.09060777272963,102.80352020263672,0.046486531834782394,0.002160997642026237,0.0009173352338466545
2015-02-25,103.49638222377894,103.85003333912474,100.17641151676237,100.45067596435547,-0.02315277505136007,0.0005360509925788812,0.000467826034451816
2015-02-26,100.47954661599177,101.6198794614564,98.29991589096231,99.31755828857422,-0.011344444549374543,0.00012869642213383378,0.00039793252075785176
2015-02-27,99.91658155911884,102.96229478135602,99.29589411528312,102.68081665039062,0.03330293327497535,0.0011090853647174603,0.0004741735339167876
2015-03-02,101.3311795306164,103.35202957189493,99.59902132595427,102.47151947021484,-0.0020404081839559946,4.1632655571545995e-06,0.0004934577677000649
2015-03-03,102.9911607968899,105.01201076008955,102.06733977044713,104.1892318725586,0.016623881883515695,0.0002763534488770813,0.00029176490844657325
2015-03-04,105.07696931449696,105.17801145964589,101.04249002717674,101.66317749023438,-0.024543615442711362,0.0006023890589996996,0.0005803471693521071
2015-03-05,101.80031015279143,102.04569822065315,99.59902406070381,100.96309661865234,-0.006910097521803631,4.774944776083668e-05,0.0002124201537548028
2015-03-09,100.30632680227865,100.30632680227865,95.75940867146765,96.09862518310547,-0.04938006029358469,0.002438390354598059,0.0007761776829092483
2015-03-10,96.13471450744494,98.08338445337289,92.34561609462008,93.60143280029297,-0.026329318704967908,0.000693233023467773,0.001310561307100552
2015-03-11,93.72412739341483,95.48515490382316,92.04971462495966,93.63751983642578,0.0003854650549092659,1.485833085562034e-07,0.000484253155834529
2015-03-12,94.40255352918741,95.22532526033912,93.76742430614185,94.64794158935547,0.010732973698900115,0.00011519672442128161,8.585340454577606e-05
2015-03-13,95.23255074577123,95.9903704430005,90.64954967369908,91.53005981445312,-0.033496688923548075,0.0011220281688409483,0.0011820031497549784
2015-03-16,91.65997701246724,93.0817952393329,89.71130690412629,92.3817138671875,0.009261616300130289,8.577753649083906e-05,0.0004906129879527538
2015-03-17,92.85082645026134,93.75299205114136,91.5372785660336,93.081787109375,0.007549480771520356,5.699465991955559e-05,0.0002063183773266447
2015-03-18,93.11786428406953,93.96951235270905,92.30952717413953,92.97351837158203,-0.0011638340517516202,1.354509700016593e-06,0.00011457186229966963
2015-03-19,93.83238011342574,93.96951232272676,88.53486357193496,89.31433868408203,-0.040152661348214894,0.0016122362133444302,0.0012800524695483252
2015-03-20,89.06174007205074,89.68242756752124,87.18523580775721,88.0296630859375,-0.01448820436242026,0.00020990806564725344,0.00028763330410176686
2015-03-23,88.37609325883412,89.18443764667909,85.6046442354213,86.0665512084961,-0.02255298995476225,0.000508637355899607,0.0006053176434921364
