epoch,train_loss,val_loss
0,1.9153869785595135,1.8641910552978516
1,1.9139460240609747,1.8636242151260376
2,1.912663623237223,1.8630728721618652
3,1.910993004425544,1.8625898361206055
4,1.9094420146748696,1.8620305061340332
5,1.907983487324589,1.8614357709884644
6,1.9062785202784664,1.8608500957489014
7,1.9046476661070848,1.860248327255249
8,1.90275145689324,1.8596214056015015
9,1.9008078287387717,1.8588647842407227
10,1.8987679162325288,1.8580659627914429
11,1.8963651519276308,1.8573760986328125
12,1.894559311092988,1.8566234111785889
13,1.8922870816855595,1.8560370206832886
14,1.8908462437364684,1.8553881645202637
15,1.8892845287767916,1.8549532890319824
16,1.8881652705809648,1.8544710874557495
17,1.8870655237782075,1.8542393445968628
18,1.8868666408511736,1.8538285493850708
19,1.8858659025621705,1.8536932468414307
20,1.8854203517973787,1.8535377979278564
21,1.8851195658438105,1.8533388376235962
22,1.8847682473625662,1.853131651878357
23,1.8848031640778207,1.8530824184417725
24,1.8843427903753749,1.8530815839767456
25,1.884223155994686,1.852998971939087
26,1.884221763688217,1.8529736995697021
27,1.8837929313613242,1.8530347347259521
28,1.8835314035899258,1.8529341220855713
29,1.8835013555948439,1.852873682975769
30,1.8831806115156255,1.8528574705123901
31,1.8832348205496767,1.852768063545227
32,1.8829281542896015,1.8527202606201172
33,1.8828526268624388,1.8526725769042969
34,1.883098083142093,1.852673053741455
35,1.8825396790223963,1.8526026010513306
36,1.882667349511663,1.8525508642196655
37,1.8823058097406042,1.852561354637146
38,1.88231176125834,1.852575659751892
39,1.882268423482806,1.8525471687316895
40,1.8820957537838703,1.852467656135559
41,1.8820666855779187,1.8525004386901855
42,1.8818999219375983,1.8524202108383179
43,1.8820577429467718,1.8524794578552246
44,1.88174659823791,1.8524476289749146
45,1.881715988290721,1.8524502515792847
46,1.8822230157455615,1.8525454998016357
47,1.8815469901411819,1.852455496788025
48,1.881519970013694,1.8524192571640015
49,1.8815269508903456,1.8523790836334229
50,1.8812801663822383,1.8523954153060913
51,1.8813329117776898,1.852286458015442
52,1.8811598152949893,1.8522226810455322
53,1.8811029086973798,1.852177619934082
54,1.88098023967859,1.852194905281067
55,1.8809266610271307,1.8521572351455688
56,1.8810677714570299,1.852185845375061
57,1.880757068040163,1.8521565198898315
58,1.8809947295314642,1.852142572402954
59,1.8805671985927992,1.8520495891571045
60,1.8805382844158893,1.852015495300293
61,1.8804079190229064,1.8521214723587036
62,1.88044850168557,1.8520139455795288
63,1.880287730186029,1.8520597219467163
64,1.8803189117574788,1.8519713878631592
65,1.8801970020027239,1.8520073890686035
66,1.8801442009923908,1.8519750833511353
67,1.8798797406241086,1.8519201278686523
68,1.8800501174182003,1.8519409894943237
69,1.879727434193145,1.851889729499817
70,1.8796944095928818,1.8519717454910278
71,1.8796465658029242,1.8518942594528198
72,1.8795414009635878,1.8519452810287476
73,1.8797635480791755,1.8519673347473145
74,1.8794297620684333,1.851806640625
75,1.8793962093685994,1.851845383644104
76,1.879177504814179,1.8516526222229004
77,1.8794193226715614,1.8516112565994263
78,1.8790894618624363,1.8515057563781738
79,1.8788348027707114,1.8516792058944702
80,1.8790066389718356,1.8516793251037598
81,1.878889132706679,1.8516279458999634
82,1.8788821003258107,1.851645827293396
83,1.8785699932376947,1.8516521453857422
84,1.8789374315714498,1.8515808582305908
85,1.8786671524357361,1.8515015840530396
86,1.8786336964574353,1.8513329029083252
87,1.8784096323210617,1.8513622283935547
88,1.8787418746561355,1.8513611555099487
89,1.8782982110493565,1.8512427806854248
90,1.878174283683421,1.851257562637329
91,1.878054850483521,1.8513156175613403
92,1.8783492679286438,1.8511340618133545
93,1.8779103422261638,1.8511502742767334
94,1.8777006818605002,1.8511962890625
95,1.8778990349953364,1.8511199951171875
96,1.8775677315845452,1.8510451316833496
97,1.8775173839158992,1.8510829210281372
98,1.877951024028399,1.8510262966156006
99,1.877471418941722,1.8510955572128296
100,1.8772080897317698,1.8509479761123657
101,1.877152882531497,1.8508970737457275
102,1.8770652446011742,1.8508358001708984
103,1.8769847244084727,1.850909948348999
104,1.8768563449503683,1.8508809804916382
105,1.8768436775729815,1.8509085178375244
106,1.876722997390716,1.8508929014205933
107,1.8766467544660124,1.850749135017395
108,1.8766848905574962,1.8507881164550781
109,1.8764661468308548,1.850630521774292
110,1.8763641155273871,1.8506906032562256
111,1.8762941350801479,1.850746989250183
112,1.876380542228962,1.850813865661621
113,1.876196515245805,1.8507885932922363
114,1.8761730646264965,1.8508853912353516
115,1.8764968846922714,1.8508031368255615
116,1.875743742888646,1.850734829902649
117,1.8758468054854605,1.8507391214370728
118,1.8761518693115358,1.8506613969802856
119,1.8759826665959543,1.8507527112960815
120,1.876329608911433,1.8507815599441528
121,1.8756536741043925,1.850812554359436
122,1.8757921578192567,1.8507810831069946
123,1.8758260828969928,1.8507909774780273
124,1.8755261424105258,1.8508079051971436
