date,log_return,realized_var_proxy,parkinson_var_proxy,ewma_forecast_variance,ewma_forecast_volatility,garch_forecast_variance,garch_forecast_volatility,egarch_forecast_variance,egarch_forecast_volatility,gjr_garch_forecast_variance,gjr_garch_forecast_volatility
2022-01-03,0.0109526360261672,0.0001199602359216,0.0001220526145538,0.0006138650559427557,0.024776300287628818,0.0007458867320094577,0.02731092697089313,0.0007238172939223169,0.026903852770975328,0.0007031640200158574,0.026517240052762982
2022-01-04,-0.0007601856514835,5.778822247214758e-07,0.0002213591406145,0.0005842307667414921,0.02417086607346729,0.0007163669993575389,0.02676503314695386,0.0006733140410962152,0.02594829553354546,0.0006778360821509961,0.02603528532878017
2022-01-05,0.0190839235556529,0.000364196138278,0.000376557255429,0.0005492115936704858,0.02343526389163318,0.0006844439219470469,0.02616187917461295,0.0006428235136419213,0.025353964456114576,0.0006580109265913875,0.0256517236573176
2022-01-06,-0.0077402582529096,5.99115978217364e-05,0.0002232577237816,0.0005381106663469368,0.02319721246932348,0.0006981966137693618,0.026423410335711054,0.0006032749724921068,0.024561656550243244,0.0006484691743091657,0.025465057909008684
2022-01-07,0.0041272624326531,1.7034295187990025e-05,0.0002399715131583,0.0005094187222354247,0.022570306206062526,0.0006778071400801146,0.026034729498885033,0.0006292748241343586,0.02508535078754847,0.00064653429965108,0.025427038751122396
2022-01-10,0.018181180574606,0.0003305553270864,9.276700822519132e-05,0.00047987565661257854,0.02190606437981452,0.0006596356391097137,0.025683372814132372,0.0005996839500310395,0.024488445235070346,0.0006355148176121203,0.025209419224014668
2022-01-11,0.0022038083483368,4.856771236199183e-06,0.0001518937008642,0.00047091643684100964,0.021700609135252624,0.0006779023684734699,0.026036558306993456,0.000568254175351773,0.023838082459622732,0.0006317543014593227,0.025134723023326172
2022-01-12,0.0210558770606779,0.0004433499587943,0.0004492318821129,0.000442952856904721,0.021046445232027214,0.0006585077821324441,0.02566140647221902,0.0005499334816803872,0.02345066058089595,0.0006246662480099254,0.02499332406883737
2022-01-13,-0.0162978779429154,0.0002656208254421,0.0002225713738142,0.00044297668301810066,0.02104701126093918,0.000688180753618378,0.026233199454477107,0.0005255543988164069,0.022924973256612687,0.000625424514704133,0.0250084888528702
2022-01-14,0.0158188023356003,0.0002502345073327,0.0004105124210131,0.00043233533156354474,0.02079267494969189,0.0006910990106713444,0.0262887620604574,0.0006185103320484917,0.024869867953981818,0.000663691792951735,0.025762216382751987
2022-01-17,0.0153364262323372,0.0002352059695799,0.0002859563298024,0.00042140928210969967,0.020528255700611772,0.0006915910640956138,0.02629811902200638,0.0005849495665343038,0.02418573063883545,0.0006510473131064998,0.025515628800923167
2022-01-18,-0.0480942883015867,0.0023130605672361,0.003288376816725,0.00041023708335791295,0.020254310241474848,0.000690455774334515,0.02627652515715339,0.0005574455163379369,0.023610284122346704,0.0006417043693589647,0.02533188444152872
2022-01-19,0.0107123688591744,0.000114754846575,0.0003856836477188,0.0005244064923906066,0.022899923414514002,0.0008932579285377662,0.02988742090809721,0.0009156796757227385,0.030260199532103856,0.0010120508344020483,0.031812746414009094
2022-01-20,-0.000980223612782,9.608383310555806e-07,0.0001067734809755,0.0004998273936416708,0.0223568198463393,0.0008168334541384372,0.028580298356357954,0.0008259127795010258,0.028738698291694176,0.0009010760376754047,0.030017928604009383
2022-01-21,-0.031760595068274,0.0010087353990908,0.0005330036009177,0.00046989540032303385,0.021677070842783024,0.0007533194992429382,0.027446666450462398,0.0007678610653589962,0.02771030612171212,0.000819465256056627,0.028626303569560408
