date,log_return,realized_var_proxy,parkinson_var_proxy,ewma_forecast_variance,ewma_forecast_volatility,garch_forecast_variance,garch_forecast_volatility,egarch_forecast_variance,egarch_forecast_volatility,gjr_garch_forecast_variance,gjr_garch_forecast_volatility
2022-01-03,0.0038355167027433,1.4711188377023228e-05,0.0001828790821896,0.00025443399682643366,0.015950987330771525,0.0003795815619775038,0.01948285302458302,0.0003676650429441652,0.019174593683939308,0.0003397701850533884,0.018432856128483954
2022-01-04,-0.0133400775633216,0.0001779576693954,0.0002367049617399,0.000240050628319469,0.01549356732064856,0.0003488058519190651,0.018676344715148764,0.000330134989659479,0.01816961721279452,0.0003202441640222045,0.017895367110573743
2022-01-05,-0.0031086598807863,9.66376625441034e-06,9.933183313940144e-05,0.00023632505078402703,0.015372867357263805,0.00034518878083994876,0.018579256735401145,0.0003570319969470888,0.018895290337729367,0.0003346713191189121,0.01829402413682982
2022-01-06,-0.0066078349426707,4.366348262958013e-05,0.0002723215263701,0.00022272537371225,0.014923986522114324,0.0003238890958939844,0.017996919066717625,0.0003260695949194372,0.01805739723546661,0.00031732086124720713,0.01781350221734084
2022-01-07,-0.0007837836985133,6.1431688605528e-07,6.098028569631083e-05,0.00021198166024728979,0.014559589975246204,0.00031259164703590866,0.01768026150926249,0.00031985507870765977,0.01788449268801494,0.00031089055495692045,0.017632088785986773
2022-01-10,-0.0027179165837989,7.387070556489496e-06,0.0001608751938654,0.0001992996196456157,0.014117351722104812,0.00029979830541584387,0.017314684675611158,0.0002885438673731747,0.0169865790367918,0.0002994866777458173,0.017305683394359707
2022-01-11,0.0068712429293835,4.721397939460347e-05,9.015968612325164e-05,0.0001877848667002681,0.013703461850943654,0.0002914929783321509,0.017073165445580116,0.00027381946556063796,0.016547491216514908,0.0002927357218957562,0.017109521381258923
2022-01-12,0.0045545590906736,2.074400851043784e-05,0.0001579610759692,0.00017935061346192817,0.013392184790463734,0.000290046116110225,0.017030740327719902,0.00026912187171586284,0.016404934370970913,0.00029003853036544433,0.017030517618834853
2022-01-13,0.0344397628576668,0.0011860972656923,0.0006702666459078,0.0001698342171648387,0.013032045778189958,0.0002860743015311252,0.01691373115344823,0.0002593803338822394,0.01610528900337524,0.0002864180456758887,0.016923889791531047
2022-01-14,-0.0066658399401868,4.443342210819056e-05,7.0930257853004e-05,0.000230810000076488,0.015192432329172573,0.0004130153616347373,0.020322779377701695,0.00034250607588646743,0.018506919675798764,0.0003615925643178574,0.01901558740396566
