date,log_return,realized_var_proxy,parkinson_var_proxy,ewma_forecast_variance,ewma_forecast_volatility,garch_forecast_variance,garch_forecast_volatility,egarch_forecast_variance,egarch_forecast_volatility,gjr_garch_forecast_variance,gjr_garch_forecast_volatility
2022-01-03,-0.0014091691723384,1.985757756269125e-06,2.8695792742321307e-05,8.708271381267317e-05,0.009331811925487632,0.00014373224308947545,0.011988838271053433,0.00012119678664777814,0.011008941213748857,0.00013915368598134428,0.011796342059356547
2022-01-04,0.0106706735792171,0.0001138632746342,9.41788453021445e-05,8.197689644928891e-05,0.009054109368087449,0.00013834502368301999,0.011762016140229531,0.00011371273579409644,0.010663617387833101,0.0001348341807446341,0.011611812121483628
2022-01-05,0.0023452103989617,5.5000118153984155e-06,3.48580325550623e-05,8.389007914038368e-05,0.009159152752322874,0.00014200938760930537,0.011916769176639504,0.00011797150359540118,0.010861468758662484,0.00013637405206685553,0.011677930127674832
2022-01-06,-0.0145619146676855,0.0002120493587889,0.0001487303649381,7.918667510088455e-05,0.008898689515927868,0.00013711527505087993,0.011709623181421335,0.00011095974083912488,0.010533742964356253,0.00013247956148383186,0.011509976606571878
2022-01-07,0.0129102883602644,0.0001666755455451,0.0001283140933077,8.715843612216873e-05,0.00933586825754138,0.00014825340365370887,0.012175935432389122,0.0001339329490218196,0.011572940379256241,0.00014918063600286702,0.012213952513534144
2022-01-10,-0.0098382517386689,9.679119727342252e-05,7.710715865006186e-05,9.192946268754932e-05,0.009587985329961102,0.000154517345720868,0.012430500622294663,0.00013986235702129977,0.011826341658403912,0.0001514691697307636,0.01230728116729132
2022-01-11,0.0027336603604454,7.472898966270779e-06,7.037411008118419e-05,9.222116676270167e-05,0.009603185240465877,0.00015473766060667275,0.012439359332645422,0.00014981147750350366,0.012239749895463701,0.00015470774781928373,0.01243815693015986
2022-01-12,-0.0027794170863912,7.725159340123496e-06,3.336371303421908e-05,8.713627069491578e-05,0.009334681070873058,0.0001482799375142921,0.012177024986189857,0.0001394888059178828,0.011810537918227214,0.00014860149801402064,0.01219022140955695
2022-01-13,0.0003702895101027,1.3711432129212278e-07,2.0963886070339316e-05,8.237160401362823e-05,0.009075880343725794,0.00014270879939136914,0.011946078829112469,0.0001328155943531744,0.011524564822724301,0.0001436444310687795,0.011985175470921546
2022-01-14,-0.016068537243623,0.0002581978891497,0.0001916424081009,7.743753463208807e-05,0.00879985992116284,0.0001373215091033503,0.011718426050598703,0.00012146797142156567,0.011021250900944305,0.000138575656654473,0.011771816200335147
