date,close,log_return,realized_var_proxy
2015-01-02,28.755146026611328,0.015456752927369284,0.00023891121105773896
2015-01-05,29.171676635742188,0.014381516856801214,0.00020682802710245745
2015-01-06,27.75755500793457,-0.049690204636292847,0.002469116436796659
2015-01-07,27.22551155090332,-0.019353597285615098,0.0003745617278937681
2015-01-08,27.649045944213867,0.015436764251968736,0.0002382936905708599
2015-01-09,27.97807502746582,0.011829946067029015,0.00013994762394881527
2015-01-12,27.775053024291992,-0.00728292412072232,5.304098374819898e-05
2015-01-13,27.407522201538086,-0.013320735969677117,0.00017744200677384975
2015-01-14,26.381927490234375,-0.038138297652640096,0.001454529747841373
2015-01-15,26.934982299804688,0.020746688020504042,0.00043042506382012596
2015-01-16,26.840469360351562,-0.0035150996914590457,1.2355925840895478e-05
2015-01-19,26.934982299804688,0.0035150996914590383,1.2355925840895426e-05
2015-01-20,28.142587661743164,0.0438581051782984,0.0019235333898306847
2015-01-21,27.799560546875,-0.012263791260493002,0.00015040057608094453
2015-01-22,28.2406005859375,0.015740466701034017,0.0002477622919663607
2015-01-23,28.2195987701416,-0.0007439512082517051,5.534634002591719e-07
2015-01-27,27.89056396484375,-0.011728305921741356,0.00013755315979395338
2015-01-28,27.38302230834961,-0.018365224911310568,0.0003372814860430223
2015-01-29,27.330514907836914,-0.0019193574133108688,3.683932880031389e-06
2015-01-30,27.334014892578125,0.00012805322788923468,1.639762917285227e-08
2015-02-02,26.87196922302246,-0.017048186387966315,0.00029064065911883996
2015-02-03,26.679458618164062,-0.007189777823091326,5.169290514541584e-05
2015-02-04,27.246505737304688,0.02103135389489206,0.0004423178466521914
2015-02-05,26.54994773864746,-0.02589750378993966,0.0006706807025499391
2015-02-06,25.807878494262695,-0.028347965966552067,0.0008036071744407943
2015-02-09,24.3237361907959,-0.05922714174199478,0.0035078543189263406
2015-02-10,25.04480743408203,0.02921384641819834,0.0008534488225460799
2015-02-11,25.552349090576172,0.02006273536301551,0.00040251335024639315
2015-02-12,25.573354721069336,0.0008217248901853841,6.752317951501815e-07
2015-02-13,25.660860061645508,0.003415897990600504,1.1668359082188562e-05
2015-02-16,25.888381958007812,0.008827418789674931,7.792332248830603e-05
2015-02-18,25.72736930847168,-0.006238916139257083,3.8924074592682503e-05
2015-02-19,26.269920349121094,0.02086919280640174,0.0004355232083907701
2015-02-20,26.231416702270508,-0.0014667685021427402,2.1514098388780574e-06
2015-02-23,25.716867446899414,-0.01981070567377712,0.00039246405929302495
2015-02-24,25.139312744140625,-0.02271423186575849,0.0005159363292514384
2015-02-25,24.56525993347168,-0.02309961862124589,0.0005335923804470099
2015-02-26,24.166223526000977,-0.016377310851568284,0.0002682163107288963
2015-02-27,24.547761917114258,0.015664749643217964,0.00024538438138469734
2015-03-02,24.680770874023438,0.005403747502850313,2.9200487074560994e-05
2015-03-03,24.7227725982666,0.0017003531087336349,2.8912006943801362e-06
2015-03-04,24.372743606567383,-0.014259343812001044,0.00020332888594885246
2015-03-05,24.029712677001953,-0.014174349780700481,0.00020091219170564377
2015-03-09,23.543163299560547,-0.020455620266955042,0.00041843240050586187
2015-03-10,23.21413803100586,-0.01407398161145365,0.00019807695839953545
