date,close,log_return,realized_var_proxy
2015-01-02,275.9920654296875,0.0021421229634816146,4.588690790675254e-06
2015-01-05,276.14031982421875,0.0005370248225019162,2.8839565998321455e-07
2015-01-06,272.2999572753906,-0.014004898906259855,0.00019613719337455848
2015-01-07,273.4399108886719,0.004177650700363834,1.7452765374250436e-05
2015-01-08,274.6385192871094,0.004373864189118943,1.9130687944857105e-05
2015-01-09,278.383056640625,0.013542309173894892,0.00018339413776135777
2015-01-12,281.71331787109375,0.011891883712146169,0.00014141689822320735
2015-01-13,292.6937561035156,0.038236910849180655,0.0014620613512881893
2015-01-14,295.623046875,0.009958291057354287,9.916756078298237e-05
2015-01-15,296.8108825683594,0.0040100244974294146,1.608029646998403e-05
2015-01-16,304.4870910644531,0.025533515417830287,0.000651960409592577
2015-01-19,308.35577392578125,0.01262553412148433,0.0001594041118527651
2015-01-20,308.37969970703125,7.758847118391817e-05,6.0199708606576995e-09
2015-01-21,308.6194763183594,0.0007772348253148396,6.040939736821892e-07
2015-01-22,309.3626403808594,0.0024051324485421708,5.784662095030458e-06
2015-01-23,316.3937683105469,0.022473357853609422,0.0005050518132163883
2015-01-27,320.3910217285156,0.012554652636338934,0.00015761930281913214
2015-01-28,318.3858337402344,-0.006278231772226832,3.9416194185798473e-05
2015-01-29,314.480224609375,-0.012342765620529338,0.00015234386316332097
2015-01-30,310.0601501464844,-0.014154883950151258,0.0002003607396422497
2015-02-02,307.732421875,-0.0075356661512025955,5.678626434238054e-05
2015-02-03,308.55413818359375,0.0026666711520051192,7.11113503293631e-06
2015-02-04,304.1623229980469,-0.014335800256471113,0.00020551516899343722
2015-02-05,300.73614501953125,-0.011328230436565702,0.00012832880482393355
2015-02-06,300.0997009277344,-0.002118529825172082,4.488168620143653e-06
2015-02-09,297.957275390625,-0.007164650816088373,5.133222131647579e-05
2015-02-10,296.1590576171875,-0.006053438239966218,3.664411452508531e-05
2015-02-11,299.9471435546875,0.012709604167793804,0.00016153403810200163
2015-02-12,297.486572265625,-0.00823718225674167,6.78511715307798e-05
2015-02-13,306.5990905761719,0.030171911550552658,0.0009103442466143729
2015-02-16,311.5553283691406,0.016035941341647382,0.0002571514147127556
2015-02-18,312.5120849609375,0.0030661986860563337,9.401574382373587e-06
2015-02-19,306.9499206542969,-0.017958530927406176,0.00032250883307060414
2015-02-20,312.8346252441406,0.01899008768317401,0.0003606234302146372
2015-02-23,305.1083068847656,-0.025007878946554655,0.0006253940094055315
2015-02-24,305.55718994140625,0.0014701440963083604,2.1613236639103257e-06
2015-02-25,307.4207763671875,0.006080454012720558,3.6971921000809535e-05
2015-02-26,305.97796630859375,-0.004704322389573767,2.2130649145045036e-05
2015-02-27,306.0433349609375,0.00021361561258320547,4.563162993929813e-08
2015-03-02,304.6985778808594,-0.0044036907406692265,1.939249213945588e-05
2015-03-03,309.3278503417969,0.015078700068540396,0.00022736719575700015
