date,close,log_return,realized_var_proxy,asset,category,sector
2022-06-16,15360.599609375,-0.021354848179315097,0.0004560295407615973,nifty50,index,Broad Market
2022-06-16,781.4654541015625,-0.009408153618587841,8.851335451094749e-05,sunpharma,defensive,Pharma
2022-06-16,81.9546890258789,-0.06218256476424134,0.0038666713606590685,tatasteel,high_beta,Metals
2022-06-17,2091.1318359375,0.006126177358544089,3.7530049028338235e-05,adanient,high_beta,Conglomerate / Infra
2022-06-17,32742.669921875,0.0038540559649365667,1.485374738086313e-05,banknifty,index,Banking
2022-06-17,289.8211669921875,-0.006765202718974817,4.5767967828824256e-05,dlf,high_beta,Realty
2022-06-17,1964.22314453125,-0.017030674962310942,0.0002900438896718848,hindunilvr,defensive,FMCG
2022-06-17,795.8005981445312,-0.013820338913273288,0.00019100176767773588,nestleind,defensive,FMCG
2022-06-17,15293.5,-0.004377862497838008,1.9165680049976445e-05,nifty50,index,Broad Market
2022-06-17,761.1279296875,-0.02636949320440974,0.0006953501718574114,sunpharma,defensive,Pharma
2022-06-17,82.40913391113281,0.00552975752379586,3.057821827197692e-05,tatasteel,high_beta,Metals
2022-06-20,2075.2177734375,-0.007639368457913375,5.835995043576178e-05,adanient,high_beta,Conglomerate / Infra
2022-06-20,32684.419921875,-0.001780608476689671,3.1705665472591104e-06,banknifty,index,Banking
2022-06-20,286.4622802734375,-0.011657196718942145,0.0001358902353441155,dlf,high_beta,Realty
2022-06-20,2043.752685546875,0.03969084883486968,0.001575363481232476,hindunilvr,defensive,FMCG
2022-06-20,811.3270263671875,0.019322561647960052,0.0003733613886392167,nestleind,defensive,FMCG
2022-06-20,15350.150390625,0.0036973698916184226,1.3670544115446426e-05,nifty50,index,Broad Market
2022-06-20,772.5438232421875,0.014887285203422666,0.00022163126072804746,sunpharma,defensive,Pharma
2022-06-20,78.29186248779297,-0.051252608971300566,0.002626829926365039,tatasteel,high_beta,Metals
2022-06-21,2156.9853515625,0.03864547703792411,0.0014934728954887199,adanient,high_beta,Conglomerate / Infra
2022-06-21,33191.36328125,0.015391190574653671,0.000236888747305308,banknifty,index,Banking
2022-06-21,302.39288330078125,0.054120239469188675,0.0029290003202023275,dlf,high_beta,Realty
2022-06-21,2052.221923828125,0.004135401782823103,1.7101547905376496e-05,hindunilvr,defensive,FMCG
2022-06-21,811.5517578125,0.0002769540756090193,7.670355999644638e-08,nestleind,defensive,FMCG
2022-06-21,15638.7998046875,0.018629721921802747,0.00034706653888369785,nifty50,index,Broad Market
2022-06-21,784.1995849609375,0.014974824327579645,0.00022424536364187118,sunpharma,defensive,Pharma
2022-06-21,80.41866302490234,0.026802606186009343,0.0007183796983623064,tatasteel,high_beta,Metals
2022-06-22,2084.546630859375,-0.03416018789418235,0.0011669184369658423,adanient,high_beta,Conglomerate / Infra
2022-06-22,32844.91796875,-0.010492671133527403,0.00011009614751635923,banknifty,index,Banking
2022-06-22,292.02838134765625,-0.03487611602908339,0.0012163434692740872,dlf,high_beta,Realty
2022-06-22,2050.221435546875,-0.0009752668176351188,9.511453655801321e-07,hindunilvr,defensive,FMCG
2022-06-22,802.1485595703125,-0.011654338258482357,0.00013582360024312558,nestleind,defensive,FMCG
2022-06-22,15413.2998046875,-0.01452423294963793,0.00021095334277534814,nifty50,index,Broad Market
2022-06-22,776.381103515625,-0.010020048201869764,0.0001004013659677935,sunpharma,defensive,Pharma
2022-06-22,76.17413330078125,-0.05422432935428209,0.0029402778939216583,tatasteel,high_beta,Metals
2022-06-23,2105.649658203125,0.010072657370186717,0.00010145842649717678,adanient,high_beta,Conglomerate / Infra
2022-06-23,33134.61328125,0.00878142565204619,7.711343648241486e-05,banknifty,index,Banking
2022-06-23,300.76141357421875,0.029466310565057118,0.0008682634583163967,dlf,high_beta,Realty
2022-06-23,2096.524169921875,0.0223330116065313,0.0004987634074174618,hindunilvr,defensive,FMCG
2022-06-23,811.7669677734375,0.01191948638842904,0.00014207415576394518,nestleind,defensive,FMCG
2022-06-23,15556.650390625,0.009257464658604653,8.570065190531418e-05,nifty50,index,Broad Market
2022-06-23,791.3466186523438,0.01909256248034714,0.00036452594206595935,sunpharma,defensive,Pharma
2022-06-23,76.4649887084961,0.0038110250624600614,1.4523912026698715e-05,tatasteel,high_beta,Metals
2022-06-24,2156.635498046875,0.023925321777056828,0.0005724210221357096,adanient,high_beta,Conglomerate / Infra
2022-06-24,33627.05859375,0.01475260369986105,0.00021763931592515395,banknifty,index,Banking
2022-06-24,303.06463623046875,0.007628799146180632,5.819857641276634e-05,dlf,high_beta,Realty
2022-06-24,2144.26953125,0.022518133246278403,0.0005070663248971487,hindunilvr,defensive,FMCG
2022-06-24,823.9772338867188,0.014929587276770132,0.0002228925762546966,nestleind,defensive,FMCG
2022-06-24,15699.25,0.009124715461734611,8.326043225761867e-05,nifty50,index,Broad Market
2022-06-24,791.0586547851562,-0.0003639571672315381,1.324648195792058e-07,sunpharma,defensive,Pharma
2022-06-24,77.5147705078125,0.013635533266292769,0.00018592776745617674,tatasteel,high_beta,Metals
2022-06-27,2176.74072265625,0.009279309180424317,8.610557886590702e-05,adanient,high_beta,Conglomerate / Infra
2022-06-27,33810.85546875,0.005450860473194788,2.971187989823731e-05,banknifty,index,Banking
2022-06-27,305.2239074707031,0.007099526473463469,5.040327614740864e-05,dlf,high_beta,Realty
2022-06-27,2159.859130859375,0.00724405286499338,5.24763019108188e-05,hindunilvr,defensive,FMCG
2022-06-27,830.0308227539062,0.007319935199668798,5.358145132735028e-05,nestleind,defensive,FMCG
2022-06-27,15832.0498046875,0.008423413606869335,7.095389679239147e-05,nifty50,index,Broad Market
2022-06-27,801.6592407226562,0.013311512979236054,0.00017719637779636994,sunpharma,defensive,Pharma
2022-06-27,78.87809753417969,0.017435086124580626,0.0003039822281715439,tatasteel,high_beta,Metals
2022-06-28,2199.689697265625,0.010487627017494464,0.00010999032045807981,adanient,high_beta,Conglomerate / Infra
2022-06-28,33642.05859375,-0.00500489058758452,2.504892979369212e-05,banknifty,index,Banking
2022-06-28,306.51947021484375,0.004235647587995675,1.794071048969358e-05,dlf,high_beta,Realty
2022-06-28,2157.066650390625,-0.001293735866561415,1.6737524924274152e-06,hindunilvr,defensive,FMCG
2022-06-28,832.2137451171875,0.0026264770664437445,6.898381780554938e-06,nestleind,defensive,FMCG
2022-06-28,15850.2001953125,0.0011457767431705531,1.3128043451905197e-06,nifty50,index,Broad Market
2022-06-28,794.8960571289062,-0.008472270340469247,7.177936472199489e-05,sunpharma,defensive,Pharma
2022-06-28,79.88241577148438,0.012652159075604855,0.0001600771292744103,tatasteel,high_beta,Metals
2022-06-29,2215.155029296875,0.007006087982278066,4.908526881542115e-05,adanient,high_beta,Conglomerate / Infra
2022-06-29,33269.51171875,-0.011135614452400978,0.00012400190923252154,banknifty,index,Banking
2022-06-29,305.7037658691406,-0.0026647300536945914,7.10078625906318e-06,dlf,high_beta,Realty
2022-06-29,2078.701171875,-0.037006004435106925,0.0013694443642511534,hindunilvr,defensive,FMCG
2022-06-29,836.763671875,0.005452366201341017,2.972829719352587e-05,nestleind,defensive,FMCG
2022-06-29,15799.099609375,-0.003229179201912245,1.0427598318062604e-05,nifty50,index,Broad Market
2022-06-29,804.5852661132812,0.012115586927431825,0.00014678744659615692,sunpharma,defensive,Pharma
2022-06-29,80.12781524658203,0.003067299708726813,9.40832750315559e-06,tatasteel,high_beta,Metals
2022-06-30,2186.019775390625,-0.013239955605850982,0.00017529642444490484,adanient,high_beta,Conglomerate / Infra
2022-06-30,33424.71484375,0.004654178124814586,2.1661374017502616e-05,banknifty,index,Banking
2022-06-30,300.08966064453125,-0.018535248841185865,0.00034355544960468193,dlf,high_beta,Realty
2022-06-30,2076.048095703125,-0.0012771295506032174,1.6310598890239761e-06,hindunilvr,defensive,FMCG
