date,ewma_rmse_60,garch_rmse_60,egarch_rmse_60,gjr_garch_rmse_60,realized_vol_5,realized_vol_20,realized_vol_60,vol_of_vol_30,return_sign_lag1
2022-01-03,0.0006437034892354589,0.0006402597602072685,0.0006538160664814658,0.0006572006214309454,0.009333840679960011,0.01892741610121947,0.020900756960200197,0.00796250803685258,0
2022-01-04,0.0006452134653446049,0.0006410552259995382,0.0006539824699193789,0.0006579587699887832,0.01523260727286742,0.01981596023354562,0.02087952548667753,0.008008803703748164,0
2022-01-05,0.000641934305419145,0.0006390935303523268,0.0006523781572311333,0.0006541929853125791,0.015268545686930696,0.018204683606575095,0.0208708644973953,0.008056420002084156,0
2022-01-06,0.0006385002509618942,0.0006358288124057196,0.0006489662102503682,0.0006489585186267101,0.018325191060878588,0.018448200765442686,0.021080615992369916,0.00806036209614125,0
2022-01-07,0.0006356966321871575,0.0006338239236320909,0.0006471579786161596,0.0006453961481827884,0.018111669463356798,0.018636404121404097,0.021106432155581743,0.008065045789010938,1
2022-01-10,0.0006351107492926216,0.0006341434662946421,0.0006479433574012374,0.0006445689551528268,0.017647409426563974,0.01863517601043914,0.02105163253700372,0.00793128009961873,1
2022-01-11,0.0006358257607484893,0.0006355580417227908,0.0006496675965784808,0.0006455192996057765,0.013085636733773474,0.018498706904737743,0.020933740148778857,0.007899453282317472,0
2022-01-12,0.0006427733137152341,0.0006410289384645081,0.0006547391280214201,0.0006497291462298228,0.019822608061821626,0.019975760443406782,0.02129213978502579,0.0076089762492178555,1
2022-01-13,0.0006428853699252936,0.000641502060088832,0.000655507876891449,0.0006506855307678731,0.017737847849234937,0.020092062589027473,0.02111672759889405,0.007289039580440418,0
2022-01-14,0.0007848034752899892,0.0007784982445086706,0.0007863580528197455,0.0007840785246570171,0.03263486846995923,0.024470002224331575,0.022228657445366864,0.007288800639841932,0
2022-01-17,0.0007873739746242171,0.0007813335976338537,0.0007882416608847499,0.0007856302994871729,0.032733484579885556,0.02415892284367004,0.022129140498189946,0.007721307204417148,1
2022-01-18,0.0007888783547000373,0.0007830603470218041,0.0007893485150166898,0.0007866517389248698,0.03309492482272843,0.021175678459859102,0.022020274274976003,0.008132485419279733,0
2022-01-19,0.0007885475913718337,0.000782534338274194,0.0007886762926662421,0.0007857824882602758,0.03214346474863154,0.021125102245668607,0.02225708854055584,0.008472133418760516,1
2022-01-20,0.0007874756518228864,0.0007815748208428916,0.0007864585970596469,0.0007834673326844712,0.03192167442785524,0.020765096525066758,0.02231143777285731,0.00876023123656072,0
2022-01-21,0.0007804144733999114,0.0007751667331023957,0.0007812934708297551,0.0007783001026606228,0.015481506312757305,0.020770671031319424,0.021762004822162107,0.008793802654282066,1
2022-01-24,0.0007812722027356955,0.0007756354154819918,0.0007817128859446131,0.0007786967308131296,0.02063851901202511,0.02177143266449743,0.02206544918980943,0.008794449352896269,1
2022-01-25,0.0008920435751097528,0.0008852392442162518,0.0008895677192628568,0.0008882532911538375,0.03411579785737416,0.025799360096351986,0.023333991448690233,0.00917986154378516,1
2022-01-27,0.0008947338292814776,0.0008876126565306693,0.0008917770629363162,0.0008910547296750943,0.03184638434810528,0.025852750336570817,0.023306865216380417,0.009252513341461419,0
2022-01-28,0.0008892086676599685,0.0008822736845654618,0.0008877504809523081,0.00088685402987043,0.03248729996616917,0.02610010455491585,0.02295481115217411,0.009148654794770051,1
2022-01-31,0.0008853478471836174,0.0008784075100146386,0.0008853704523674628,0.0008840792389192338,0.03250525465710624,0.02592940333307297,0.022421076173859068,0.008959186789933899,1
2022-02-01,0.0008865900320571312,0.0008796824544004166,0.0008864836096749066,0.0008858024749439981,0.02937286699133504,0.025843886387842126,0.022388502168684335,0.008781232710483202,0
2022-02-02,0.0010707973362649697,0.0010645768611106654,0.0010665004498520807,0.0010644519888217319,0.03384468708200518,0.0298992409806436,0.024273659975856125,0.008985384732822252,0
2022-02-03,0.001075666395034329,0.0010685745573681793,0.0010686925621501858,0.0010673063600404931,0.03360635517209037,0.029873556117488945,0.024215571898886172,0.009121747893953633,0
2022-02-04,0.0010790502788762802,0.0010711828153001503,0.0010695230559111177,0.0010688897445838416,0.03252949714489213,0.029356504339719997,0.024205555304818237,0.009191303884654646,1
2022-02-07,0.0010820659502545499,0.0010738785659059568,0.001071231681761065,0.0010711719270583835,0.03270415139922495,0.02928679214607772,0.0239502431691112,0.009265384974244718,0
2022-02-08,0.0010838498946613095,0.0010751293540661165,0.0010705823571849887,0.0010714880068276311,0.03280054655805281,0.029309003094394808,0.02396123784103514,0.009357741460253921,0
2022-02-09,0.0010831670666832903,0.0010743597054306056,0.0010699640044627295,0.001070593112651718,0.014351396870697485,0.030044080732676677,0.024250657411854393,0.009440760238528256,0
2022-02-10,0.0010837672122405286,0.0010749917832206229,0.0010700211502413055,0.001071036392956744,0.014386584996443335,0.029085028184215062,0.023875017296101413,0.009312837107256089,0
2022-02-11,0.0010833975379695732,0.0010744097045323002,0.0010684644751604965,0.0010699082591573348,0.01718876058919827,0.02927473156350953,0.02396624056468354,0.008881220521344522,0
2022-02-14,0.001085027079195538,0.0010756506524036635,0.001067567464198169,0.0010700732997173477,0.016926114369711746,0.02575035671808869,0.023956744093557285,0.008564662101814155,0
2022-02-15,0.0011297225994540204,0.0011212543937893324,0.0011187717444023386,0.001118210129201798,0.029895707848569698,0.028540948585210002,0.024742430179385568,0.008129417612833638,1
2022-02-16,0.0011311078994141978,0.0011222775309022992,0.0011187014292670793,0.001119037065210222,0.02773125939332234,0.028654562668116477,0.0247319212021273,0.007924975465161677,0
2022-02-17,0.0011333280445653023,0.001124223064534281,0.0011198401599406107,0.0011209926159637244,0.028343535351985052,0.02807983764246619,0.02461433262052292,0.007699325222987104,1
2022-02-18,0.001136083812228517,0.0011264657832970129,0.0011204194453449073,0.0011229365797075345,0.0267368514023594,0.027945954792670907,0.02457021938017905,0.0075646717939035915,1
2022-02-21,0.0011379052266916575,0.0011277865307968208,0.001119763596742501,0.0011238769966086346,0.02664788667298695,0.02794081383415519,0.024564455899662222,0.007408316214929209,1
2022-02-22,0.0010948424297967723,0.0010861319869657792,0.0010828087109236713,0.0010845797191301534,0.010381771778412364,0.027111693523384526,0.023586437519372686,0.007815242882387833,1
2022-02-23,0.0010973415465344873,0.0010885791710055668,0.0010840861329505622,0.0010856912169576868,0.017986414647968522,0.024718208345506656,0.02406856055493143,0.007578062643543404,1
2022-02-24,0.001091855867382838,0.0010832701232831022,0.0010810356742040296,0.00108247412096474,0.016975782939571374,0.024636832885302253,0.02351231325107958,0.0076806543873171726,0
2022-02-25,0.0011509195908511332,0.0011430268829688566,0.0011400926265800883,0.0011393154349086817,0.03128318689687659,0.027600356340222676,0.0246682841411626,0.007555561053652581,1
2022-02-28,0.0012303354831992702,0.0012252655204178513,0.0012222028980032442,0.001217011467240821,0.04249768485919142,0.031113574002866875,0.025790401618290798,0.008019588601450321,0
2022-03-02,0.0012917651819344307,0.0012909434869528462,0.0012912989268845092,0.0012825672680844673,0.05106478424599301,0.034223612381011445,0.027064177974474628,0.009090121602938853,0
2022-03-03,0.0013119195215143338,0.0013146171741865121,0.0013197195882883375,0.0013085822825955377,0.05411803498112916,0.03250868407744064,0.027949069344332392,0.010254799259420888,0
2022-03-04,0.0013167697281362527,0.00131727742351186,0.001320604160942412,0.0013100801113943238,0.054331471885762136,0.03259760676719197,0.027607027047889726,0.011281544004920664,0
2022-03-07,0.0013205306832758212,0.0013195222483741835,0.0013209845550379246,0.00131112050326661,0.048413084879832216,0.032911917611677444,0.027600330791543802,0.011810312111159639,1
2022-03-08,0.001325168698296224,0.001322144383532262,0.0013209636436687434,0.001312055369951224,0.03928053425168948,0.032960646236391576,0.027637148629482994,0.01161962589759544,0
2022-03-09,0.0013273472006559526,0.0013228308077904687,0.001319785879663954,0.0013115175924225215,0.028128358840358088,0.03316757186683945,0.027727094275390936,0.011480065654261724,1
2022-03-10,0.00133189172770649,0.0013257505795915099,0.0013210831507808791,0.0013132593067313172,0.014781971584797996,0.032556881966724335,0.027717620795047842,0.011822146983096624,1
