date,log_return,realized_var_proxy,parkinson_var_proxy,ewma_variance,ewma_volatility,garch_variance,garch_volatility,egarch_variance,egarch_volatility,gjr_garch_variance,gjr_garch_volatility
2015-01-02,0.002142676308256,4.591061761961939e-06,0.0001104682315644,0.00024331582993745098,0.015598584228623154,0.00018619907931579358,0.013645478346902815,0.00018705309910143578,0.013676735688805125,0.00018657935782622162,0.013659405471184374
2015-01-05,0.0005366931002146,2.8803948381802996e-07,5.7610104506135095e-05,0.0002289923438469216,0.015132492981889059,0.00017529896753786377,0.013240051644078423,0.00017098314300684645,0.013076052271494117,0.00017632291431543093,0.013278663875384109
2015-01-06,-0.0140046747595136,0.0001961309151197,7.952598012864984e-05,0.00021527008558513538,0.014672085250063652,0.0001655433483588707,0.01286636500177384,0.00015473103737272172,0.012439093108933694,0.00016714907479519346,0.012928614573696342
2015-01-07,0.0041769801288825,1.7447162997079966e-05,3.449713733766108e-05,0.00021412173535721268,0.014632899075617678,0.00017167633490222745,0.013102531621874738,0.0001748317780068783,0.013222396832907348,0.00017795795220972168,0.013340088163491337
2015-01-08,0.0043747550900535,1.913848209794923e-05,4.438751346824853e-05,0.00020232126101560465,0.014223967836563912,0.00016368477974181456,0.012793935271909678,0.00016347591913678229,0.012785770181603543,0.00016940819048252812,0.013015690165432185
2015-01-09,0.0135419743220983,0.0001833850685403,0.0003781165317159,0.00019133029428054533,0.01383221942713986,0.0001568930471551776,0.012525695475907818,0.00015382732615511503,0.012402714467208984,0.0001620161521576043,0.01272855656221884
2015-01-12,0.0118922074016062,0.0001414245968828,0.0001567117942494,0.0001908535807361348,0.013814976682431816,0.00016323974622402276,0.012776531071618101,0.00015915005636575974,0.012615468931663211,0.00016349751672193894,0.01278661474831939
2015-01-13,0.0382365817998463,0.0014620361877363,0.0006072434273684,0.00018788784170493576,0.013707218598422357,0.00016561021820226285,0.012868963369372953,0.00016141485168086014,0.012704914469639696,0.000162763202060376,0.012757868241221807
2015-01-14,0.0099582900242105,9.916754020629052e-05,0.0004674614840735,0.0002643367424668199,0.016258436040001507,0.00026596221597739305,0.01630834804562967,0.0002108655791761347,0.014521211353607339,0.0002259876837908114,0.015032886741767577
2015-01-15,0.0040098184477804,1.6078643984160673e-05,0.0002461390937294,0.00025442659033118815,0.015950755164918937,0.0002513831237835959,0.015855066186667148,0.00020455221844559765,0.01430217530467298,0.00021534580538250782,0.014674665426595178
2015-01-16,0.0255338186884351,0.0006519758968138,0.0005361881009981,0.00024012571355036647,0.015495990241038695,0.00023257846885243208,0.015250523559944822,0.00018905816278162542,0.013749842282063654,0.00020202485431924968,0.014213544748557612
2015-01-19,0.0126253336691436,0.0001593990502572,9.693812590471727e-05,0.0002648367245461772,0.016273804857690078,0.00026363402100510743,0.016236810678366225,0.0002128304399146715,0.014588709329980892,0.00022113302105920664,0.014870542056670518
2015-01-20,7.768743222659051e-05,6.035337125961094e-09,8.768463099111202e-05,0.0002585104640888392,0.016078260605203513,0.00025385114708081333,0.015932706834709955,0.00021097204280778984,0.014524876688212876,0.00021401493813319678,0.014629249404299483
2015-01-21,0.0007771358642722,6.039401515381218e-07,4.8277229648080675e-05,0.00024300019836373635,0.015588463630638406,0.00023351846296847535,0.015281310904777618,0.00018824903330767797,0.013720387505740426,0.00020008417666236456,0.014145111405088492
2015-01-22,0.0024054283883515,5.786085731487533e-06,9.931989021092952e-05,0.00022845642287100444,0.01511477498578806,0.00021596265020145297,0.014695667735814285,0.00016992607764798942,0.013035569709375552,0.00018793542182811483,0.013708954074914499
2015-01-23,0.0224731583682177,0.0005050428470429,0.0001395615918212,0.0002150962026426334,0.01466615841461674,0.00020115177379423152,0.01418279851771968,0.00015655217333101793,0.012512081095126339,0.000177566119737404,0.013325393792958015
2015-01-27,0.0125544609308764,0.0001576144892649,0.0002026565533426,0.000232493001306655,0.015247721184054193,0.0002254935372016528,0.0150164422284925,0.00017645411768201253,0.013283603339531505,0.00019264638968218898,0.01387971144088338
2015-01-28,-0.0062783282230594,3.941740527646464e-05,0.0002856975207536,0.0002280002905841498,0.015099678492741155,0.00022070325985862444,0.014856084943841174,0.0001781679424699563,0.013347956490412916,0.00018902685129871825,0.01374870362247722
2015-01-29,-0.0123429620840328,0.0001523487130078,0.0003222923704691,0.00021668531746568866,0.014720234966388569,0.00020775868258642523,0.01441383649783864,0.0001757112220842182,0.013255610966085954,0.00018202718506324242,0.013491745071088558
2015-01-30,-0.0141546926341952,0.0002003553235685,0.00010131443509,0.00021282512119821963,0.014588527040048272,0.0002049597079204133,0.01431641393367813,0.0001899267988017571,0.013781393209750496,0.00018675762343153688,0.01366592929264369
2015-02-02,-0.0075353701325824,5.678180303501629e-05,0.0002475923780874,0.00021207693334043885,0.01456286144067981,0.00020611025262772092,0.014356540412917066,0.00020847087305541593,0.014438520459362031,0.00019550473529958312,0.013982300787051576
2015-02-03,0.0026663741725887,7.1095512282485595e-06,0.0004157015306318,0.0002027592255221134,0.014239354814109852,0.00019641925035492912,0.014014965228459509,0.00020619993123296578,0.014359663339819837,0.00018935805907705037,0.01376074340568308
2015-02-04,-0.0143354017798771,0.0002055037441905,0.0002436116274259,0.00019102024506448148,0.013821007382404564,0.00018433318624571274,0.013576935819459145,0.0001883087938183251,0.013722565132595477,0.00017887373220673122,0.013374368478800455
2015-02-05,-0.0113283296266874,0.0001283310521308,0.0004326706011076,0.0001918892550120428,0.013852409718602854,0.00018863880791845854,0.013734584373706346,0.00020749565713113464,0.014404709546920224,0.0001891075837093181,0.013751639309890224
2015-02-06,-0.0021183262270758,4.4873060043175675e-06,0.0001087784271498,0.00018807576283917326,0.013714071708984654,0.0001866214574697213,0.013660946433894004,0.0002162942905442475,0.014706947016435719,0.00019063963967230443,0.013807231426767078
2015-02-09,-0.0071649558904357,5.133659291189037e-05,0.0002223571904958,0.0001770604554290819,0.01330640655583174,0.0001756568621804762,0.013253560358653677,0.00019821081309291587,0.014078736203683762,0.00018008130091253327,0.013419437429062861
2015-02-10,-0.0060532321508785,3.664161947242967e-05,0.0004784136914662,0.00016951702367805032,0.013019870340293345,0.0001696529607843394,0.013025089665117066,0.00019600584497468863,0.014000208747539752,0.00017535244047896004,0.013242070853116595
2015-02-11,0.0127094998218873,0.0001615313857225,0.0002878914141479,0.00016154449942571304,0.01271001571303958,0.00016336205711288304,0.012781316720623234,0.00019101447132824725,0.013820798505449938,0.00016980693738271785,0.013030999093803891
2015-02-12,-0.0082377969236779,6.786129815575836e-05,0.0002746240733905,0.00016154371260352347,0.012709984760160945,0.00016721274679535683,0.012931076784063918,0.00019156404026216925,0.013840666178409523,0.00016925101404540775,0.013009650804130284
2015-02-13,0.0301722254027379,0.0009103631857536,0.0005335051681017,0.00015592276773665747,0.012486903849099562,0.00016357361141572618,0.012789589962767618,0.00019299305144470416,0.013892193903221484,0.00016747259000450806,0.01294112012170925
2015-02-16,0.0160358465561091,0.000257148374771,0.0002010975592797,0.00020118919281767537,0.014184117625628863,0.00022313536703685028,0.014937716259082252,0.00022560841534492742,0.015020266820031108,0.00020342484790075285,0.014262708294736762
2015-02-18,0.0030664925431645,9.40337651728356e-06,0.0001923773753946,0.0002045467437348794,0.014301983909055394,0.00022607081894247084,0.015035651596870382,0.00022864345610646163,0.015120960819553156,0.00020326249428296716,0.014257015616284046
2015-02-19,-0.0179583320834056,0.0003225016912178,0.0001864643222263,0.00019283814170182364,0.013886617359955722,0.00021017083097354134,0.014497269776531764,0.00020824862171946935,0.0144308219349928,0.0001911393213529902,0.013825314511901355
2015-02-20,0.0189898888391735,0.0003606158781241,0.0003209011007987,0.00020061795467278673,0.014163966770392633,0.00021971308710570518,0.01482272198706112,0.0002375994488983682,0.015414261218052852,0.00021106955623557337,0.014528233073418577
