date,log_return,realized_var_proxy,parkinson_var_proxy,ewma_variance,ewma_volatility,garch_variance,garch_volatility,egarch_variance,egarch_volatility,gjr_garch_variance,gjr_garch_volatility
2015-01-02,0.0049138199815572,2.4145626811151584e-05,2.226753676482512e-05,0.00042436270921520795,0.020600065757545725,0.0003064802510985206,0.017506577366764774,0.000303092240316481,0.017409544517777625,0.00030883195631922804,0.017573615345717226
2015-01-05,0.0006048546295756,3.658491229190777e-07,2.0571405854558135e-05,0.00040034968427096453,0.020008740196998023,0.00029809064763435845,0.017265301840233158,0.00028595981592706996,0.01691034641653062,0.00029957946632044934,0.017308364056734228
2015-01-06,-0.0222599857958893,0.0004955069676331,0.0002377083585164,0.0003763506541620818,0.019399759126393343,0.0002895019624448826,0.017014757196177753,0.0002618243301039401,0.0161809866851172,0.00029162653960346067,0.017077076436072442
2015-01-07,0.0015449671162894,2.3869233904156593e-06,0.000127771924316,0.0003835000329703485,0.019583156869369876,0.0003385503835729886,0.018399738682192978,0.0003517866402703271,0.018755976121501303,0.00036644903719296315,0.019142858647364116
2015-01-08,0.0110524187706594,0.000122155960682,2.3497189142746576e-05,0.0003606332463955525,0.01899034613680205,0.00031837798489686416,0.01784314952290834,0.00031233570577855605,0.017673021976406755,0.00033778471806685786,0.018378920481542375
2015-01-09,0.0136462479128409,0.0001862200820987,0.0001346855079059,0.00034632460925274083,0.018609798742940258,0.0003174286005405317,0.01781652605140889,0.0003101671887228254,0.01761156406236611,0.0003260384352974217,0.018056534421018382
2015-01-12,0.006304979818194,3.9752770507833977e-05,2.6530252149602537e-05,0.0003367183376234992,0.018349886583396074,0.00032388938332062226,0.01799692705215594,0.0003161380403237943,0.01778027109815242,0.00032222359749240463,0.01795058766426338
2015-01-13,-0.0026373252222684,6.9554843280133565e-06,0.0001540227105733,0.0003189004035965593,0.017857782717811282,0.0003121564211036931,0.017667948978409835,0.0002995083553333703,0.017306309697141396,0.0003098365199019001,0.017602173726613997
2015-01-14,-0.015056847584404,0.0002267086591799,0.0002268775330092,0.0003001837084404465,0.017325810469944733,0.0003001961493853038,0.017326169495456973,0.0002816800943762618,0.016783327869533557,0.000299789118923271,0.017314419393189912
2015-01-15,0.0063771309662676,4.066779936093011e-05,0.0001109760997037,0.00029577520548481804,0.017198116335367022,0.0003161945762583153,0.017781860877262405,0.0003279188169826914,0.018108528846449437,0.0003284954050174558,0.01812444219879486
2015-01-16,0.0284683822826773,0.0008104487897926,0.0004062804491983,0.0002804687611173847,0.016747201590635512,0.0003068093340145139,0.017515973681600287,0.0003084404451098435,0.017562472636557858,0.0003142141214519472,0.017726085903321896
2015-01-19,0.0154723259774534,0.0002393928711525,8.312610439205102e-05,0.00031226756283790093,0.017671093990975797,0.0003858728450288197,0.01964364642903195,0.0003620177592896959,0.01902676428848836,0.0003556878847015828,0.018859689411588484
2015-01-20,0.0107187879658076,0.0001148924154559,0.0001930559922883,0.00030789508133678164,0.01754693937234587,0.00037827761314084907,0.019449360224461087,0.00036082513039080525,0.018995397610758382,0.0003461738158186018,0.01860574684925606
2015-01-21,0.0155269550494436,0.0002410863331074,0.0001046789487273,0.0002963149213839312,0.01721380031788249,0.0003590369329889949,0.018948269920734055,0.00034533174922503454,0.018583103864129764,0.00033132820692984716,0.018202423106000124
2015-01-22,0.0377675315066151,0.0014263864361031,0.0007766659057136,0.0002930012060873419,0.01711727799877486,0.0003594626958366116,0.018959501465930256,0.00034851149905674506,0.018668462685951008,0.0003295209484293137,0.018152711875345614
2015-01-23,0.0073099784092046,5.343578434303854e-05,0.0001793363188303,0.00036100431988829126,0.019000113680930734,0.000491738775080461,0.022175183766554474,0.0004273934116650978,0.02067349539059851,0.00040727281463759065,0.02018100132891306
2015-01-27,-0.0139073531598579,0.000193414471913,0.0006460042479034,0.00034255020775557604,0.01850811194464676,0.00043254010132314294,0.020797598450858285,0.00038279180441967286,0.019565065919124137,0.00036928419942762957,0.019216768704119577
2015-01-28,-0.0046604671662472,2.1719954207668246e-05,0.0007318653842798,0.00033360206360502203,0.018264776582400947,0.0004062050097322154,0.02015452826866001,0.00040020926437527173,0.0200052309253173,0.00037092900193493153,0.019259517178136412
2015-01-29,0.0109863098708551,0.0001206990045784,0.0007652035900696,0.0003148891370411808,0.017745115864405643,0.00036843924567443845,0.019194771310813746,0.0003645368885281435,0.019092849146425044,0.00034422976261654846,0.018553429942103655
2015-01-30,-0.0022313433260162,4.978893038557171e-06,0.0001277788592638,0.00030323772909341686,0.017413722436441233,0.00035271655368582146,0.0187807495506921,0.0003488637336755183,0.01867789425164192,0.0003303771847844491,0.018176280829268927
2015-02-02,0.0122912472519888,0.0001510747590095,0.0001925278014194,0.00028534219893012525,0.016892075033284847,0.00032869815519764395,0.01813003461655945,0.0003160964081059091,0.017779100317673813,0.0003136059840330324,0.017708923853047436
2015-02-03,0.0129925345684787,0.0001688059545131,0.0003387089148067,0.00027728615253488903,0.016651911377823538,0.0003279565820902579,0.018109571560096554,0.00031664244721247377,0.017794449899125115,0.0003113245684866441,0.017644391984045358
2015-02-04,0.0186301680273662,0.0003470831607278,0.0001570866680032,0.00027077734065358253,0.016455313447442516,0.0003294056877613619,0.018149536847020694,0.0003191315665361998,0.01786425387572064,0.00031093608366499295,0.01763337981400596
2015-02-05,0.0006253651200132,3.910815333291709e-07,8.717000417060316e-05,0.00027535568985804143,0.016593844938953762,0.00035028172711614825,0.018715814893189884,0.00033823641703716343,0.018391204882692254,0.0003225502010634827,0.017959682654865666
2015-02-06,-0.0346726023389273,0.0012021893529533,0.0007402728332883,0.0002588578133585587,0.016089058808971976,0.0003264631475752474,0.018068291219018123,0.0003000918927887028,0.01732316058889667,0.0003074380009956395,0.017533910031582788
